Index,,Puesto laboral,Empresa,Estado,Ciudad,Salario mínimo,Salario máximo,Tipo de moneda,Giro de la empresa,Fecha de publicación,Vigencia de la oferta,Modalidad,País,,Cantidad de lenguajes requeridos,Nivel de experiencia,Requerimiento educación,Salario promedio,Lenguajes de programación,Modalidad,Estudios previos,Experiencia (Años) ,Habilidades blandas,Idiomas,Esquema de pago,Persona,Descripción
287,PYTHON Programmer Jr -- (Remote position) --ID 26624 Exela Technologies,PYTHON Programmer Jr -- (Remote position) --ID 26624,Exela Technologies,Sonora,Ciudad Obregón,900,1500,MXN,Tecnologías de la información,16/08/22,16/10/22,FULL_TIME,MX,,1,Junior,1,1200,Python,Remote,"Bachelor’s degree in Computer Science, Management Information Systems or related field",2,"Communication skills; both written and verbalActive listening skills. Ability to give full attention to what others are saying, taking time to understand. Ask questions when appropriate, and not interrupt at inappropriate times",Ingles,month,Carlos,"Responsible for developing, modifying and maintaining written applications that may be customized or standardized. Will devise and/or modify procedures to solve complex problems considering computer equipment capability and limitation, operating time and form of desired results. Participates in designing and coding activities with other Application/SW Developers and necessary business groups.Essential Functions and ResponsibilitiesDevelops, modifies, and maintains written applications that may be customized or standardizedDevises and/or modifies procedures to solve complex problemsWorks with other Application/SW Developers and business groups to design and code new softwareAnalyzes user needs and software requirements to determine feasibility of design within time and cost constraintsConsults with customers about software system design and maintenanceCoordinates software system installation and monitors equipment functioning to ensure specifications are metDevelops and directs software system testing and validation procedures, programming, and documentationObtains and evaluates information on factors such as reporting formats required, costs, and security needs to determine hardware configurationDetermines system performance standardsStores, retrieves, and manipulates data for analysis of system capabilities and requirementsKey SkillsCritical thinking skills; ability to use logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions or approaches to problemsKnowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programmingKnowledge of the practical application of engineering science and technology. This includes applying principles, techniques, procedures, and equipment to the design and production of various goods and services"
289,Data Scientist- Remote Lumen,Data Scientist- Remote,Lumen,not specified,not specified,2880,6420,MXN,Tecnologías de la información,05/09/22,16/10/22,OTHER,MX,,6,Not specified,0,4650,"Python, Hadoop, Pig, Hive, Scope, Cosmos",Remote,-,0,"Ability to translate large, vague business problems into precise, solvable data science questions",,month,Carlos,"Ability to execute data discovery, exploratory data analysis, and iteratively develop predictive and prescriptive models to identify optimal solutions. Assist with operationalizing the solutions and changing business processes to maximize the value of those solutions.
Analyze data and build predictive and prescriptive models in the areas of capacity planning, anomaly detection, predictive asset failure/maintenance, workload optimization, customer segmentation and business performance.
Able to apply techniques such as classification, clustering, regression, deep learning, association, anomaly detection, time series forecasting, Hidden Markov models and Bayesian inference to solve pragmatic business problems"
295,Data Transformation Engineer Corning Optical Communications,Data Transformation Engineer,Corning Optical Communications,Nuevo León,Apodaca,1750,2000,MXN,Manufactura,14/09/22,16/10/22,FULL_TIME,MX,,13,Not specified,1,1875,"python, R,  JMP, MATLAB, R, Minitab, SAS, C++, Java, SQL server, PowerBI, tableau, Dash",-,Bachelor of Science in Engineering or equivalent,3,,"English/Spanish), Proficiency English",month,Carlos,"using data collection, data analysis, and machine learning toolsBuild and deploy data-based models for use in process operational improvementLeverage knowledge from company resources through direct support and communities of practice and collaborationsProvide guidance to other process engineers regarding data analytics best practicesProvide guidance to controls engineers regarding data analytics needs to link with hardwareProvide process direction and recommendations for data analytics and controls innovationsIdentify areas of opportunity for data reporting, analysis, and machine learning model buildingReview results and provide interpretation to ensure validityRecommend additional data for collection, and linkages between data setsLeverage corporate data analytics teams to impact assigned area, Plant, as neededUtilize, Review and Create queries, dashboards, and graphical visualizations to access and report dataCoordinate with data science team on existing dashboards / graphical visualizations and create new ones"
297,Python programmer Jr. (Remote) - ID 26625 Exela Technologies,Python programmer Jr. (Remote) - ID 26625,Exela Technologies,México,Ciudad de México,900,1500,MXN,Tecnologías de la información,15/09/22,16/10/22,FULL_TIME,MX,,1,Junior,1,1200,Python,Remote,"Bachelor’s degree in Computer Science, Management Information Systems or related field",2,"Communication skills; both written and verbalActive listening skills; ability to give full attention to what others are saying, taking time to understand, ask questions when appropriate, and not interrupt at inappropriate times",English,month,Carlos,"Responsible for developing, modifying and maintaining written applications that may be customized or standardized. Will devise and/or modify procedures to solve complex problems considering computer equipment capability and limitation, operating time and form of desired results. Participates in designing and coding activities with other Application/SW Developers and necessary business groups.Essential Functions and ResponsibilitiesDevelops, modifies, and maintains written applications that may be customized or standardizedDevises and/or modifies procedures to solve complex problemsWorks with other Application/SW Developers and business groups to design and code new softwareAnalyzes user needs and software requirements to determine feasibility of design within time and cost constraintsConsults with customers about software system design and maintenanceCoordinates software system installation and monitors equipment functioning to ensure specifications are metDevelops and directs software system testing and validation procedures, programming, and documentationObtains and evaluates information on factors such as reporting formats required, costs, and security needs to determine hardware configurationDetermines system performance standardsStores, retrieves, and manipulates data for analysis of system capabilities and requirements"
300,Data Scientist Jr. Getecsa,Data Scientist Jr.,Getecsa,not specified,not specified,1250,,MXN,not specified,18/08/22,15/10/22,FULL_TIME,MX,,2,Junior,1,1250,"python, R",Remote,"Ingeniería en Ciencias, Física o Matemáticas aplicadas",-,"Seguimiento, claridad y honestidad en procesos.Amabilidad y empatía",-,month,Carlos,"Exploración, análisis y generación de valor en bases de datos masivas (Big Data).Simulación y modelado de fenómenos físicos y digitales a través de algoritmos matemáticos"
302,Especialista de Analítica de Datos y BI Sorteos Tec,Especialista de Analítica de Datos y BI,Sorteos Tec,Nuevo León,Monterrey,1350,,MXN,not specified,09/09/22,14/10/22,FULL_TIME,MX,,3,Not specified,1,1350,"Python, SQL y Power BI",-,"Licenciatura en matemáticas, actuaría, ingeniería industrial o sistemas",-,"análisis, autodidacta e investigador, cumplimiento de objetivos",-,month,Carlos,"Desarrollo de modelos de venta· Reportes estadísticos para apoyo en implementaciones estratégicas· Desarrollo de dashboards en Power BI que mezclen los resultados de los modelos matemáticos· Estudio de comportamientos y patrones en clientes de canal tradicional y digital. Si tienes formación , y cuentas con experiencia en  y entre tus habilidades se encuentran ."
304,Ingeniero de datos o científico de datos PROESA ELTEC,Ingeniero de datos o científico de datos,PROESA ELTEC,not specified,not specified,750,1250,MXN,not specified,07/09/22,14/10/22,FULL_TIME,MX,,4,Not specified,0,1000,"Appian, Java, SQL, Python",presencial,"Ing. En computacion, informática o afin.Desarrollo de integración y procesos",-,-,inglés avanzado,month,Carlos,"Análisis de propuestas de re-ingenieria e implementación y digitalización y automatización de procesos de negocio a través del desarrollo de aplicaciones personalizadas. Trabajar con producto owners/business Analysts/Enterprise Architects del proyecto para comprender los requisitos y asesorar sobre capacidades y limitaciones de técnicas de , ciclos de vida de desarrollo de software"
307,Ingeniero de datos Eligere Research SC,Ingeniero de datos,Eligere Research SC,not specified,not specified,2500,3500,MXN,not specified,13/09/22,14/10/22,FULL_TIME,MX,,5,Not specified,1,3000,"Microsoft Azure, Power BI, Python",,"Bachelor’s Degree in Computer Science, Information Management, Engineering, Mathematics or related major",3,,inglés avanzado,month,Carlos,"Data driven Engineer, passioned about data , with proven track in delivery the higher business value"
309,Ingeniero de Datos Junior Taltere,Ingeniero de Datos Junior,Taltere,Jalisco,Guadalajara,1000,1250,MXN,not specified,13/09/22,14/10/22,FULL_TIME,MX,,3,Junior,0,1125,"SQL, Apache, Aurora, AWS",Remote,-,1,-,-,month,Carlos,"Elaborar programas, herramientas de manejo de datos y habilitación en servidores por medio de tecnología de datos, estándares de calidad para consulta de usuarios internos y externos, toma de decisiones, estrategias y administración de portafolios"
315,Analista de Datos ti-s,Analista de Datos,ti-s,not specified,not specified,500,700,MXN,not specified,05/09/22,14/10/22,FULL_TIME,MX,,6,Not specified,1,600,"Excel, SQL, OFFICE",-,"Licenciatura en administración, sistemas, actuaría , ingeniería o afín",1,"Actitud de servicio, 100% enfocado al cliente.Experiencia en trato con clientesBuena comunicación, dicción y habilidades interpersonales que le permitan comunicarse claramente con los clientesBuena ortografíaCapacidad para solucionar problemasPaciencia, empatía, amabilidadTrabajo en equipoTrabajo bajo presiónCumplimiento de metasFuncionesAnálisis y validación de información",Ingles,month,Carlos,"Monitoreen la correcta ejecución de diferentes procesos a través de plataformas tecnológicas de la empresa, así mismo, la definición, análisis y correcto funcionamiento de layouts de datos y que puedan analizar y manipular volúmenes importantes de datos, tengan facilidad de trabajo con información electrónica (datos, tablas, bases, documentación, etc.) y que cuenten con una gran actitud de servicio al cliente, con un alto nivel analítico, facilidad numérica y pensamiento lógico, ordenado y con excelentes habilidades de comunicación con clientes finales."
316,Ingeniero de datos Paxia,Ingeniero de datos,Paxia,not specified,not specified,1750,,MXN,not specified,16/08/22,14/10/22,FULL_TIME,MX,,2,Not specified,0,1750,"SQL,Power BI",Remote,-,-,"Comprometido, autodidacta, analítico, buena comunicación, criterio y razonamiento lógico para la resolución de problemas",,month,Carlos,"Construcción de componentes de integración en ETL, diseño datawarehouse y modelos BI para una mejor explotación en herramientas de inteligencia de negocios.Diseño y ejecución de pruebas unitarias.Modelado de datosDesarrollar las Bases de Datos y programación en los diferentes lenguajes para facilitar la manipulación de la información y la minería de datos.Diseño y elaboración de analíticos a través de .Visualizar la información y el software Power BIReporte de avances de proyectos, mejoras o incidencias.Ubicar y extraer de forma oportuna la información"
317,ESPECIALISTA EN ANÁLISIS DE BASES DE DATOS Call Center de México,ESPECIALISTA EN ANÁLISIS DE BASES DE DATOS,Call Center de México,not specified,not specified,750,750,MXN,not specified,05/09/22,14/10/22,FULL_TIME,MX,,3,Not specified,1,750,Excel,presencial,"Matemáticas, Administración, Economía, Finanzas, Actuaría e Ingeniería Industrial",1,,,month,Carlos,Aptitudes analíticas y numéricas desarrolladas.Manejo de excel intermedio / avanzado
320,Analista de Datos TRES R,Analista de Datos,TRES R,not specified,not specified,750,,MXN,not specified,05/09/22,14/10/22,FULL_TIME,MX,,2,Not specified,1,750,Excel,-,"Carreras afines: Matemáticas, Administración, Economía, Finanzas, Actuaría e Ingeniería Industrial.",1,-,-,month,Carlos,"Aptitudes analíticas y numéricas desarrolladas.
Nociones básicas en pricing ó inventarios."
321,Analista de Bases de Datos TRES R,Analista de Bases de Datos,TRES R,not specified,not specified,750,,MXN,not specified,05/09/22,14/10/22,FULL_TIME,MX,,2,Not specified,1,750,Excel,-,"Carreras afines: Matemáticas, Administración, Economía, Finanzas, Actuaría e Ingeniería Industrial.",1,-,-,month,Carlos,"Aptitudes analíticas y numéricas desarrolladas.
Nociones básicas en pricing ó inventarios."
326,INGENIERO DATOS SUKARNE S.A DE CV,INGENIERO DATOS,SUKARNE S.A DE CV,Sinaloa,Culiacán,900,937,MXN,not specified,08/09/22,14/10/22,FULL_TIME,MX,,4,Not specified,1,918.5,"Oracle, MySQL, SQL, BIG Query",,Licenciatura en Sistemas o afín,2,"Trabajo en Equipo, Comunicación Efectiva, Negociación, Analítico, PlaneaciónAlgunas",,month,Carlos,"Asegurar que los desarrollos implementados estén alineados a los estándares, políticas y niveles de servicio establecidos, garantizando la integridad de la información.· Desarrollar Mapas, Workflows y procesos de ETL para la solución de requerimientos tecnologicos solicitados por la compañia.· Asegurar la creación, modificación y optimización de consultas para un desempeño del Data Warehouse para el cumplimiento de los niveles de servicio establecidos.· Construir los RDPs, Tuberias, Tableros de indicadores e informes necesarios para cumplir con los requerimientos solicitados por la compañía· Asegurar que el ciclo de vida del desarrollo de los RPDs, Tuberias y Tableros de indicadores cumplan con los patrones de diseño y documentos de estandarización para acelerar la curva de aprendizaje de nuevos colaboradores"
331,Analista de Datos Junior CTQ,Analista de Datos Junior,CTQ,Nuevo León,Monterrey,800,"10,633,129,999,999,900",MXN,not specified,08/09/22,14/10/22,FULL_TIME,MX,,3,Junior,1,"9,316,564,999,999,990","Power BI, Qlik Sense, Tableau, Excel",,"Licenciatura economía, logística, ingeniería industrial o afines",2,"Habilidad de organización y seguimiento, proactividad, trabajo en equipo y trabajo bajo presión",,month,Carlos,"Generación y actualización de reportes en Power BI, Qlik Sense, Excel. Creación de KPI’s, implementación y seguimiento de métrico. Análisis y generación de presentaciones mensuales para Sub-Dirección de Operaciones. Planeación de la demanda, inventario, punto de reorden y stock de seguridad. Manejo de inventario"
332,ANALISTA DE DATOS Grupo Trabajo,ANALISTA DE DATOS,Grupo Trabajo,Yucatán,Mérida,550,550,MXN,not specified,12/09/22,14/10/22,FULL_TIME,MX,,2,Not specified,1,550,Excel,presencial,"Ingeniería Química, Matemáticas, Física o Actuaría (TITULADO)",-,-,-,month,Carlos,Análisis de datos y elaboración de reportes. Evaluación estadística de procesos internos de la empresa. Diseño de plantillas y tablas en excel. Ejecutar y Cumplir con los indicadores establecidos
338,Data Analyst Confidencial,Data Analyst,Confidencial,México,Ciudad de México,1500,2000,MXN,not specified,13/09/22,14/10/22,FULL_TIME,MX,,3,Not specified,1,1750,"Excel, Herramientas BI, Dashboard",Remote,Profesionista con una carrera en ingenierías afines a Tecnologías de Información o ingeniería industrial,4,-,Inglés avanzado y fluido,month,Carlos,Responsable de crear y mantener canalizaciones de datos para proyectos asignados. Realizar manipulaciones de datos complejas para prepararlos para el análisis/modelado. Analizar datos para evaluar la calidad de los datos y proporcionar información al negocio
340,Consultor BI Ecommerce Confidencial,Consultor BI Ecommerce,Confidencial,México,Ciudad de México,1750,2000,MXN,Salud,13/09/22,14/10/22,FULL_TIME,MX,,5,Not specified,0,1875,"Excel, SQL,SAP, Google Analitycs, Adobe Analitycs, Tableau y microsoft power BI",Remote,"Ingeniería Industrial, Actuaría, Economía, mercadotecnia o a fin",3,-,-,month,Carlos,"Extraer datos recolectados y los reorganizan para que puedan ser entendidosInterpretar datos con especial atención en tendencias y patrones que pueden tener gran valor para su diagnóstico.Comunicar los hallazgos a líderes que toman decisiones de negocio a través de reportes con gráficas, de manera que sea sencillo entenderlos.Búsqueda, negociación y contacto de prospectos comerciales de Ecommerce.Análisis de información"
343,Senior Data Engineer Intugo,Senior Data Engineer,Intugo,Aguascalientes,Aguascalientes,3500,4000,MXN,Administración y consultoría,12/09/22,15/10/22,FULL_TIME,MX,,8,Senior,1,3750,"Kafka, Hadoop, Presto, Spark Streaming and Kubernetes, Airflow, Graphite/Beacon, SQL, managerPresto",-,BA/BS degree in Computer science or related field,5,-,inglés avanzado,month,Carlos,"Design, build and maintain reliable and scalable enterprise level distributed transactional data processing systems for scaling the existing business and supporting new business initiatives. Optimize jobs to utilize Kafka, Hadoop, Presto, Spark Streaming and Kubernetes resources in the most efficient wayMonitor and provide transparency into data quality across systems (accuracy, consistency, completeness, etc). Increase accessibility and effectiveness of data (work with analysts, data scientists, and developers to build/deploy tools and datasets that fit their use cases). Collaborate within a small team with diverse technology backgrounds. Provide mentorship and guidance to junior team members"
344,Senior Machine Learning Developer Personalsoft,Senior Machine Learning Developer,Personalsoft,Jalisco,Guadalajara,1500,2500,MXN,not specified,12/09/22,15/10/22,FULL_TIME,MX,,11,Senior,1,2000,"Python, Spark, PySpark, SQL,  HTML, CSS, JavaScript, REST/GraphQL APIs, and SQL/NoSQL, Databricks, Jupyter, Snowflake, Airflow, Github",,"Bachelor’s degree in a quantitative field (e.g. Computer Science, Engineering, Mathematics, Physics, Operations Research, Econometrics, Statistics",3,You have excellent communication skills and understand how to collaborate with product management and design teams,,month,Carlos,"We are seeking a remote senior full-stack Web developer with expertise in data science, Python, Jupyter Notebooks and AWS (Amazon Kinesis, Personalize, SageMaker) or (Amazon Kinesis, Lambda, and S3), and databases/APIs and user experience. You use data to empower decision-makers with information, predictions, and insights that ultimately influence the experiences of millions of users worldwide. You know how to build models, perform statistical analysis, and create visualizations to provide scalable, persistent capabilities that may be iteratively improved through direct interaction with cross-functional business partners.You have at least 5 years of experience and a Bachelor’s degree (or equivalent experience) in computer science. You are also knowledgeable in current Web standards, especially databases. You will be responsible for building frontend and backend features andservices. You can deliver quickly and iteratively in an agile environment while building and improving a world-class platform. Designing, building, and evaluating machine learning solutions or evaluating data processing and analytics and business intelligence solutions.3-5 years of experience with statistical programming language (e.g. ) and database languages (e.g. )"
346,Senior Lead Developer JDiaz Business LLC,Senior Lead Developer,JDiaz Business LLC,Nuevo León,Monterrey,17000,23000,MXN,not specified,14/09/22,15/10/22,FULL_TIME,MX,,3,Senior,1,20000,-,-,"Bachelor's. Degree in Computer Science, Engineering or a related field",5,Proven success as a technical team leaderYou are a good mentor & coachYou possess good communication skills,-,week,Carlos,"Working closely with senior stakeholders to understand business requirements and help translate these into technical requirements for the development teamPlanning and documenting technical specifications for features or system designDesigning, building and configuring applications to meet business process and application requirementsDirecting the development team in the design, development, coding, testing and debugging of applicationsWriting testable, scalable and efficient code and leading code reviewsMentoring junior team members and ensuring they adhere to determined software quality standardsKey "
350,Sr. Salesforce Business Analyst/ Tech Lead Winston Data,Sr. Salesforce Business Analyst/ Tech Lead,Winston Data,Nuevo León,Guadalupe,1666.65,"22,222,000,000,000,000",MXN,not specified,08/09/22,16/10/22,FULL_TIME,MX,,5,Senior,1,"19,444,250,000,000,000","SQL, Tableau, incorta, Qlik, Oracle,VBA, Microsoft Excel, BI",Remote,"Bachelor’s Degree in Business, Business Analytics, or a related field",6,"Giving and receiving messages and information in written, oral, and visual formats in a clear and concise way for a complete understanding of meaning and intent. Propensity for LearningExcellent Written, Oral & Presentation Communication Skills",Ingles,month,Carlos,"OperationalParticipate in client-related meetings as needed and provide analysis assistance to the client account management in preparing business reviewsParticipate as a member of cross-functional groups that includes data analysts, data engineers, software engineers, and business leadersManage and complete time-sensitive custom research requests for assigned clients (external or internal) or partnersProvide teams and individual stakeholders with actionable insights based on data to support decision making efforts.Contribute to research and analysis across CPG ReturnsAnalyticalLead development of technical requirements processes and documentation with Admin and Development team to recommend process improvements to better utilize systems and/or enhance existing business processes. Works closely with key Division / Dept. users to assess business problems and determine and implement information technology solutions. Document the requirements into robust personas and user stories for platform development.Maintain project plans, perform business gap analysis, cost estimations/ tracking, requirements evaluations, perform solutions evaluations, producing deliverable documents, assistance in app/solution selection process and coordinate application systems implementations.Collect, analyze and report data to support decisions on day-to-day operations, strategic planning and specific business performance opportunitiesExplain variances and trendsIdentify opportunities to improve data and business processesWork with a variety of data sources - extracting knowledge and actionable information from multiple, disparate datasetsUtilize strong , SQL and other scripting skills in order to provide high-quality data analysis and support to clients and internal stakeholdersLeadershipHelp develop new and innovative business reports, strategies and business modelsHandle high complex, unique customer needsHelp develop, train and coach fellow business analysts. Duties responsibilities and activities may change or new ones may be assigned at any time with or without notice.While performing the duties of this job, the associate is: Regularly required to use hands to finger, handle or feel objects, tools or controls, and reach with hands or arms.Regularly required to talk or hear and read instructions on a computer monitor and/or printed on paper.Occasionally required to stand, kneel or stoop, and lift and/or move up to 20 pounds.Occasionally required to view items at an extremely close range and must be able to adjust and readjust focus.As an Inmar Associate, you: Put clients first and consistently display a positive attitude and behaviors that demonstrate an awareness and willingness to listen and respond to clients in order to meet their short-term and long-term needs, requirements and exceed their expectations.Treat clients and teammates with courtesy, consideration and tact; you also have the ability to perceive the needs of internal and external clients and communicate effectively with the objective of delighting and retaining the client.Build collaborative relationships and work cooperatively with others, inside and outside the organization, to accomplish objectives, develop and maintain mutually-beneficial partnerships, leverage information and achieve results.Set and attain achievable, yet aggressive, goals with a sense of urgency and accountability.Understand that results are important and focus on turning mission into action to achieve results following the principles of agile, dynamic execution while consistently complying with quality, service and productivity standards to meet deadlines and exceed expectations by giving our clients the best possible outcome"
351,IT QA Analyst Lead (Remote) Integon Service Co.,IT QA Analyst Lead (Remote),Integon Service Co.,not specified,not specified,"21,285,335",,MXN,not specified,03/09/22,16/10/22,FULL_TIME,MX,,5,Not specified,1,"21,285,335","Flows, Visualforce, Apex, Java, AJAX, Microsoft Office",,Bachelor Degree,7,Effective verbal and written communication,-,month,Carlos,"Primary Purpose: This position is a senior member of the Quality Assurance team who oversees and provides input to more junior members of the team. Theposition is a “working” position that is also actively engaged in executing all areas the Quality Assurance process. Individuals in this role areresponsible for writing and executing test strategies, test plans, test schedules, test scripts, and test cases as well as clearly documenting theresults of their testing. They perform various types of testing including regression, integration, and system testing. Individuals may work onWintel, Mainframe, and/or Web applications. This role works collaboratively with the Project Managers, Business Analysts, Developers, andUAT testers. Individuals in this position may manage their own team of direct reports, or may manage a team dedicated to a project initiative.Essential Duties and Responsibilities: Following is a summary of the essential functions for this job. Other duties may be performed, both major and minor, which are not mentionedbelow. Specific activities may change from time to time.Manage assigned projects in designated area of responsibility by prioritizing tasks and adhering to deadlines to meetdepartment objectives and individual performance metricsAnalyze business requirements and technical specifications for completeness, redundancy, ambiguity and testabilityQuickly learn and understand front-end and back-end applications to ensure quality testing is executedDefine and identify testing scope, risks, assumptions used to design, build and prioritize test casesDetermine appropriate estimates for testing efforts with an appropriate confidence levelDetermine project/task assignment as internal/outsourced for area of responsibilityMeet aggressive deadlines while also ensuring quality changes are released into productionLead discussions on test planning; work collaboratively to determine appropriate test strategy and the respective scheduleCreate test plans and appropriate test schedules and ensure all scenarios are covered for functional, integration, regression,and other aspects of the testing processAbility to identify entrance and exit criteria for test plansWrite detailed test scriptsCreate/update traceability matrices to ensure test coverageCreate necessary test data prior to test executionExecute test scripts accurately and efficientlyCapture and communicate the results of testing accurately and clearly; may lead defect triage meetingsProvide accurate report of test progress to the QA Leadership team and follow up with development team on defects; may leadeffective root cause analysis discussionsPro-actively follow up with QA Leadership on issues and escalations and provide suggestions for possible resolutionsContribute to quality improvements by researching industry trends, evaluating and sharing relevant articles, whitepapers andperiodicalsThorough and solid level of understanding of industry standard software development testing methods (exploratory, risk basedtesting, integration, regression); uses knowledge to understand products, assess testing needs and make recommendations todevelopmentAssist in all phases of code deployments; including, but not limited to, off-hours support and an occasional weekendWork with members of Business Analysis, Application Development, and Project Management to assure timely completion oftesting plansDevelop and maintain effective relationships with internal and external stakeholders to facilitate change and support businessneedsContribute to the improvement of the testing model and related processes by conducting thorough analyses of QA operationsRequirementsMinimum Skills and Competencies: The requirements listed below are representative of the knowledge, skill and/or ability required. Reasonable accommodations may be madeto enable individuals with disabilities to perform the essential functions. or in-lieu of degree equivalent education, training and work-related experience7+ years of relevant experience with formal testing methodologyExperience testing large application initiativesAbility to scale testing efforts to meet aggressive timelinesMust possess  skillsDesired Skills: Previous experience in Insurance or Financial related industriesKnowledge of the Mortgage Industry, compliance and regulatory related requirementsPrevious experience as a business analyst or business systems analystKnowledge of programming languages (COBOL, JCL, SQL, XML)Experience with risk-based testing approachExperience with a range of technologies (Mainframe, Wintel, Web, and Mobile)Experience with Quality Management Testing toolsQA Certifications (CASQ, CAST, ISTQB, etc.)Strong knowledge of environment management and administration including setting up the database, O/S, networking,troubleshooting, VM, etc.Experience in Software Test Automation (Test Director, Selenium, etc.)Job Type: Full-timeSalary: $42,570.67 per monthApplication Question(s):What level of English do you have?Education:Bachelor's (Required)Experience:IT QA: 3 years (Required)Language:English (Required)"
352,Senior Data Engineer Intugo,Senior Data Engineer,Intugo,Jalisco,Guadalajara,3500,4000,MXN,Administración y consultoría,12/09/22,16/10/22,FULL_TIME,MX,,8,Senior,1,3750,"SQL, Python, Spark, Kubernetes, Kafka, Hadoop, Presto, Scala, Java, Docker",-,-,-,-,Ingles,month,Carlos,"Design, build and maintain reliable and scalable enterprise level distributed transactional data processing systems for scaling the existing business and supporting new business initiativesOptimize jobs to utilize , Spark Streaming and Kubernetes resources in the most efficient wayMonitor and provide transparency into data quality across systems (accuracy, consistency, completeness, etc)Increase accessibility and effectiveness of data (work with analysts, data scientists, and developers to build/deploy tools and datasets that fit their use cases)Collaborate within a small team with diverse technology backgroundsProvide mentorship and guidance to junior team membersTechnologies"
353,CPFR Comercializadora y Distribuidora de Vinos y Licores,CPFR,Comercializadora y Distribuidora de Vinos y Licores,not specified,not specified,1500,1750,MXN,not specified,17/08/22,16/10/22,FULL_TIME,MX,,4,Not specified,0,1625,"Office, SAP, SPSS, ADOBE,Manejo de Excel",," Lic. En Administración, Marketing, Actuaria, Finanzas (titulado)",2,-,Ingles intermedio,month,Carlos,"Generar estrategias de colaboración para los principales indicadores logísticos entre Everest y el cliente, que permitan incrementar las ventas, optimizar inventarios y reducir costos para las compañías.Conocimiento en giro retail y cadena de suministrosIncremento de Fillrate y optimizar el inventario, en colaboración con el área de reabasto y Equipos comerciales.Garantizar niveles adecuados de inventario para satisfacer las necesidades del consumidor.Interpretación de datos complejos y hacer recomendaciones de compra para el equipo comercial.Crear el pronóstico de ventas e identificar excepciones oportunamente con el equipo comercial, operaciones y planificación de la demanda.Valida el rendimiento de los resultados del forecast estadístico para garantizar un buen nivel de calidad que se utilizará como base para la previsión de ventas nacional.Generar y analizar los Indicadores de desempeño y acciones que corrijan las oportunidades en Días de Inventario (DDV), Nivel de Abasto (In stock), Variación de Forecast y Fill Rate; asegurar el cumplimiento de dichas acciones a partir de los esquemas"
354,Analista de mercado´ Grupo ADO,Analista de mercado´,Grupo ADO,not specified,not specified,865,865,MXN,not specified,13/09/22,16/10/22,FULL_TIME,MX,,2,Not specified,0,865,Excel,-,"Recién egresado de Actuaría, Ingeniería o Administración",-,-,-,month,Carlos,Recolectar y validar información de precios y promocionesAnalizar los indicadoresAnalizar el comportamiento del mercadoOrganizar y recolectar los reportes de seguimientoParticipar activamente en la estrategia de precios
355,Analista de Datos GRUPO CSI,Analista de Datos,GRUPO CSI,Baja California,Tijuana,800,1000,MXN,not specified,15/09/22,16/10/22,FULL_TIME,MX,,6,Not specified,0,900,"Python, Ruby, R, SQL",-,-,-,-,-,week,Carlos,"Diseñar, desarrollar informes analíticos y comerciales que pronostiquen la demanda.Analista de ventas y proyección a mediano plazo por categorías.Escriba códigos  para analizar datos y determinar herramientas que nos permitan leer estadísticos para la toma de decisiones en compras.Identificar oportunidades nuevas mercado."
358,Analista de Datos PSM Asesores,Analista de Datos,PSM Asesores,Nuevo León,San Pedro Garza García,750,750,MXN,not specified,17/08/22,16/10/22,FULL_TIME,MX,,4,Not specified,1,750,"Access, Excel",Híbrido,"Licenciatura terminada, Administración, Ingeniería Industrial, Actuaría, o afín",1,Organización y pulcritud en ejecución de actividades,Ingles intermedio,month,Carlos,Manejo avanzado de  (Se aplicará prueba de conocimientos)Manejo de  (deseable)Manejo de Bases de Datos (indispensable)Scorecards. Manejo fluido de información cuantitativaCapacidad de análisis de información estadística
359,Analista de datos (operaciones) ARIOAC,Analista de datos (operaciones),ARIOAC,Jalisco,Zapopan,,1150,MXN,not specified,08/09/22,16/10/22,FULL_TIME,MX,,3,Not specified,1,1150,Python y Rstudio,-,"Licenciatura en Actuaría, Ingeniería o afín",-,-,-,month,Carlos,"Creación de procesos adecuados para una correcta identificación, operación y medición de los servicios que ofrece la empresa.Análisis estadístico de los clientes, productos y usuarios.Desarrollo e implementación de modelos predictivos para cada unidad de negocio de la empresa para cada nivel operativo, proveedores e ingresos"
360,Analista de base de datos Grupo Hidrosina,Analista de base de datos,Grupo Hidrosina,México,Ciudad de México,1000,1000,MXN,not specified,06/09/22,16/10/22,FULL_TIME,MX,,2,Not specified,1,1000,Excel,-,"Licenciatura concluida en Matemáticas, Ingeniería Administrativa, Actuaría, Estadística o carrera afín",1,-,-,month,Carlos,Generación de reportes estratégicos y tableros: Dashboard· Seguimiento de indicadores· Gestión administrativa.· Elaboración de reportes continuos para evaluación de resultados en personal
361,Analista de Datos Grupo Ortiz SA DE CV,Analista de Datos,Grupo Ortiz SA DE CV,Michoacán,Morelia,400,500,MXN,not specified,14/09/22,16/10/22,FULL_TIME,MX,,4,Not specified,1,450,Excel,-,Ingeniería o licenciatura,1,-,-,month,Carlos,"Elaboración y comunicación de datos estadísticos de producción para la toma de decisionesClasificar y analizar informaciónElaborar reportes estadísticos de tendencias y resultados de los diferentes datos Interpretación, comunicación y exposición de datos y tendencias numéricas"
